rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,pe_dyn,peg,eyield,exp_ret,discount,pb,market_cap_yi_hkd,fail_reasons
1681,-,27.12,hk,02393,巨星医疗控股,0.06,5,港股,1,,,,,,,,-1.66,-1.66,,,,0.0,0.33,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1682,-,27.12,hk,02392,玄武云,1.05,105,港股,1,,,,,,,,-9.68,-9.68,,,,0.0,1.90,5.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1683,-,27.12,hk,02390,知乎-W,7.97,797,港股,1,,,,,,,,-9.99,-9.99,,,,0.0,0.51,21.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1684,-,27.12,hk,02389,北京健康,0.08,7,港股,1,,,,,,,,-4.74,-4.74,,,,0.0,0.29,4.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1685,-,27.12,hk,02385,读书郎,6.47,647,港股,1,,,,,,,,-17.42,-17.42,,,,0.0,10.41,22.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1686,-,27.12,hk,02383,TOM集团,0.38,38,港股,1,,,,,,,,-7.34,-7.34,,,,0.0,-0.67,15.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1687,-,27.12,hk,02372,伟立控股,1.09,109,港股,1,,,,,,,,-192.10,-192.10,,,,0.0,3.81,8.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1688,-,27.12,hk,02371,创联控股,0.20,20,港股,1,,,,,,,,-2.69,-2.69,,,,0.0,9.16,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1689,-,27.12,hk,02370,力高健康生活,1.09,109,港股,1,,,,,,,,-11.23,-11.23,,,,0.0,0.81,2.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1690,-,27.12,hk,02369,酷派集团,0.64,64,港股,1,,,,,,,,-1.91,-1.91,,,,0.0,0.13,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1691,-,27.12,hk,02363,通达宏泰,0.30,30,港股,1,,,,,,,,-2.62,-2.62,,,,0.0,-0.32,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1692,-,27.12,hk,02358,久融控股,0.01,1,港股,1,,,,,,,,-1.97,-1.97,,,,0.0,-0.26,0.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1693,-,27.12,hk,02350,数科集团,0.60,60,港股,1,,,,,,,,-11.79,-11.79,,,,0.0,2.69,5.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1694,-,27.12,hk,02349,中国城市基础设施,0.07,7,港股,1,,,,,,,,-2.28,-2.28,,,,0.0,0.40,2.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1695,-,27.12,hk,02340,昇柏控股,0.16,15,港股,1,,,,,,,,-2.44,-2.44,,,,0.0,0.93,1.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1696,-,27.12,hk,02339,京西国际,5.34,534,港股,1,,,,,,,,-164.66,-164.66,,,,0.0,5.98,69.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1697,-,27.12,hk,02337,众诚能源,1.30,130,港股,1,,,,,,,,-185.23,-185.23,,,,0.0,0.89,4.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1698,-,27.12,hk,02336,硕奥国际,0.22,22,港股,1,,,,,,,,-53.32,-53.32,,,,0.0,1.12,4.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1699,-,27.12,hk,02335,麦科医药-B,36.54,3654,港股,1,,,,,,,,-59.99,-59.99,,,,0.0,-9.29,121.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1700,-,27.12,hk,02330,中国上城,0.28,28,港股,1,,,,,,,,-2.32,-2.32,,,,0.0,1.05,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1701,-,27.12,hk,02329,国瑞健康,0.08,8,港股,1,,,,,,,,-0.18,-0.18,,,,0.0,0.04,3.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1702,-,27.12,hk,02326,新源万恒控股,0.01,1,港股,1,,,,,,,,-54.76,-54.76,,,,0.0,0.52,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1703,-,27.12,hk,02322,新质数字,0.08,8,港股,1,,,,,,,,-4.53,-4.53,,,,0.0,0.56,3.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1704,-,27.12,hk,02320,合丰集团,0.07,7,港股,1,,,,,,,,-0.66,-0.66,,,,0.0,0.09,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1705,-,27.12,hk,02312,LONG投资集团,0.38,37,港股,1,,,,,,,,-11.68,-11.68,,,,0.0,1.04,1.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1706,-,27.12,hk,02310,时代环球集团,0.14,14,港股,1,,,,,,,,-110.93,-110.93,,,,0.0,-4.59,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1707,-,27.12,hk,02309,大象未来集团,2.26,225,港股,1,,,,,,,,-121.99,-121.99,,,,0.0,3.27,20.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1708,-,27.12,hk,02307,锦兴国际控股,0.13,13,港股,1,,,,,,,,-1.08,-1.08,,,,0.0,0.07,1.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1709,-,27.12,hk,02297,润迈德-B,0.24,24,港股,1,,,,,,,,-3.99,-3.99,,,,0.0,0.86,3.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1710,-,27.12,hk,02288,宏基资本,0.14,14,港股,1,,,,,,,,-0.38,-0.38,,,,0.0,0.12,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1711,-,27.12,hk,02286,辰兴发展,0.14,14,港股,1,,,,,,,,-0.28,-0.28,,,,0.0,0.10,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1712,-,27.12,hk,02257,圣诺医药-B,4.61,461,港股,1,,,,,,,,-4.51,-4.51,,,,0.0,-6.41,5.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1713,-,27.12,hk,02255,海昌海洋公园,0.33,33,港股,1,,,,,,,,-4.12,-4.12,,,,0.0,1.44,43.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1714,-,27.12,hk,02252,微创机器人-B,22.94,2294,港股,1,,,,,,,,-85.59,-85.59,,,,0.0,52.03,236.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1715,-,27.12,hk,02251,鹰瞳科技-B,11.08,1108,港股,1,,,,,,,,-40.59,-40.59,,,,0.0,0.84,11.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1716,-,27.12,hk,02250,小黄鸭德盈,0.27,26,港股,1,,,,,,,,-3.05,-3.05,,,,0.0,2.79,2.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1717,-,27.12,hk,02246,快狗打车,1.25,125,港股,1,,,,,,,,-0.46,-0.46,,,,0.0,0.49,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1718,-,27.12,hk,02239,国微控股,1.22,122,港股,1,,,,,,,,-9.61,-9.61,,,,0.0,0.41,4.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1719,-,27.12,hk,02238,广汽集团,2.08,208,港股,1,,,,,,,,-2.19,-2.19,,,,0.0,0.18,212.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1720,-,27.12,hk,02231,景业名邦集团,0.02,1,港股,1,,,,,,,,-0.06,-0.06,,,,0.0,-0.04,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1721,-,27.12,hk,02226,老恒和酿造,0.62,62,港股,1,,,,,,,,-0.63,-0.63,,,,0.0,-0.10,3.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1722,-,27.12,hk,02225,今海医疗科技,3.75,375,港股,1,,,,,,,,-192.51,-192.51,,,,0.0,64.00,198.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1723,-,27.12,hk,02223,卡撒天娇,0.85,85,港股,1,,,,,,,,-17.94,-17.94,,,,0.0,0.60,2.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1724,-,27.12,hk,02221,创业集团控股,0.74,74,港股,1,,,,,,,,-2.91,-2.91,,,,0.0,0.48,1.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1725,-,27.12,hk,02216,堃博医疗-B,0.56,56,港股,1,,,,,,,,-2.12,-2.12,,,,0.0,0.25,3.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1726,-,27.12,hk,02215,德信服务集团,0.16,16,港股,1,,,,,,,,-0.61,-0.61,,,,0.0,0.30,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1727,-,27.12,hk,02212,高鹏矿业,0.15,15,港股,1,,,,,,,,-10.04,-10.04,,,,0.0,3.27,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1728,-,27.12,hk,02211,大健康国际,0.46,45,港股,1,,,,,,,,-1.89,-1.89,,,,0.0,0.13,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1729,-,27.12,hk,02205,康桥悦生活,0.95,95,港股,1,,,,,,,,-16.34,-16.34,,,,0.0,0.87,6.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1730,-,27.12,hk,02203,脑洞科技,0.18,17,港股,1,,,,,,,,-4.08,-4.08,,,,0.0,-1.53,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1731,-,27.12,hk,02202,万科企业,2.12,212,港股,1,,,,,,,,-0.26,-0.26,,,,0.0,0.20,252.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1732,-,27.12,hk,02197,三叶草生物-B,1.62,162,港股,1,,,,,,,,-9.26,-9.26,,,,0.0,-1.06,21.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1733,-,27.12,hk,02195,盈汇企业控股,0.30,30,港股,1,,,,,,,,-0.93,-0.93,,,,0.0,0.56,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1734,-,27.12,hk,02188,泰坦能源技术,0.13,12,港股,1,,,,,,,,-5.29,-5.29,,,,0.0,0.33,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1735,-,27.12,hk,02187,智欣集团控股,0.59,59,港股,1,,,,,,,,-8.17,-8.17,,,,0.0,1.25,5.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1736,-,27.12,hk,02185,百心安-B,2.45,245,港股,1,,,,,,,,-7.69,-7.69,,,,0.0,1.24,6.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1737,-,27.12,hk,02182,天长集团,0.32,32,港股,1,,,,,,,,-13.72,-13.72,,,,0.0,0.26,2.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1738,-,27.12,hk,02179,瑞科生物-B,4.70,470,港股,1,,,,,,,,-4.35,-4.35,,,,0.0,3.77,29.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1739,-,27.12,hk,02171,科济药业-B,14.26,1426,港股,1,,,,,,,,-78.27,-78.27,,,,0.0,9.38,84.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1740,-,27.12,hk,02170,贝康医疗-B,1.40,140,港股,1,,,,,,,,-1.55,-1.55,,,,0.0,0.37,3.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1741,-,27.12,hk,02162,康诺亚-B,70.75,7075,港股,1,,,,,,,,-36.53,-36.53,,,,0.0,6.88,211.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1742,-,27.12,hk,02160,微创心通-B,1.07,107,港股,1,,,,,,,,-9.30,-9.30,,,,0.0,3.42,13.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1743,-,27.12,hk,02153,达丰设备,0.84,84,港股,1,,,,,,,,-7.17,-7.17,,,,0.0,0.73,9.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1744,-,27.12,hk,02150,奈雪的茶,0.65,65,港股,1,,,,,,,,-4.16,-4.16,,,,0.0,0.27,11.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1745,-,27.12,hk,02147,正味集团,0.49,49,港股,1,,,,,,,,-0.75,-0.75,,,,0.0,0.08,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1746,-,27.12,hk,02138,医思健康,0.41,40,港股,1,,,,,,,,-1.19,-1.19,,,,0.0,0.35,4.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1747,-,27.12,hk,02137,腾盛博药-B,0.96,96,港股,1,,,,,,,,-2.81,-2.81,,,,0.0,0.26,6.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1748,-,27.12,hk,02136,利福中国,0.59,59,港股,1,,,,,,,,-25.07,-25.07,,,,0.0,0.08,8.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1749,-,27.12,hk,02129,LEGION CONSO,0.20,19,港股,1,,,,,,,,-8.68,-8.68,,,,0.0,0.84,2.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1750,-,27.12,hk,02126,药明巨诺-B,1.60,160,港股,1,,,,,,,,-1.08,-1.08,,,,0.0,1.08,6.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1751,-,27.12,hk,02125,稻草熊娱乐,0.30,30,港股,1,,,,,,,,-96.19,-96.19,,,,0.0,0.11,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1752,-,27.12,hk,02122,凯知乐国际,0.13,13,港股,1,,,,,,,,-1.26,-1.26,,,,0.0,-0.96,1.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1753,-,27.12,hk,02121,创新奇智,3.91,391,港股,1,,,,,,,,-7.81,-7.81,,,,0.0,1.63,21.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1754,-,27.12,hk,02113,世纪集团国际,0.14,13,港股,1,,,,,,,,-49.34,-49.34,,,,0.0,-6.24,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1755,-,27.12,hk,02112,恩典生命科技,0.04,4,港股,1,,,,,,,,-0.50,-0.50,,,,0.0,-0.04,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1756,-,27.12,hk,02110,天成控股,0.10,9,港股,1,,,,,,,,-0.98,-0.98,,,,0.0,1.15,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1757,-,27.12,hk,02107,第一服务控股,0.23,23,港股,1,,,,,,,,-5.10,-5.10,,,,0.0,0.50,3.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1758,-,27.12,hk,02105,来凯医药-B,6.72,672,港股,1,,,,,,,,-11.89,-11.89,,,,0.0,2.30,30.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1759,-,27.12,hk,02100,百奥家庭互动,0.34,34,港股,1,,,,,,,,-11.86,-11.86,,,,0.0,0.60,9.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1760,-,27.12,hk,02086,高维科技,0.58,57,港股,1,,,,,,,,-36.45,-36.45,,,,0.0,3.19,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1761,-,27.12,hk,02078,荣阳实业,0.11,11,港股,1,,,,,,,,-2.27,-2.27,,,,0.0,0.20,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1762,-,27.12,hk,02051,VALA,0.44,44,港股,1,,,,,,,,-4.30,-4.30,,,,0.0,0.99,7.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1763,-,27.12,hk,02048,易居企业控股,0.02,2,港股,1,,,,,,,,-0.06,-0.06,,,,0.0,0.00,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1764,-,27.12,hk,02039,中集集团,7.43,743,港股,1,,,,,,,,-365.04,-365.04,,,,0.0,0.75,394.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
1765,-,27.12,hk,02033,时计宝,0.26,25,港股,1,,,,,,,,-12.07,-12.07,,,,0.0,0.24,5.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
