rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,pe_dyn,peg,eyield,exp_ret,discount,pb,market_cap_yi_hkd,fail_reasons
583,-,33.88,hk,00213,NATIONAL ELEC H,0.34,34,港股,1,,,,,,,,7.63,7.63,,13.11,,0.0,0.12,3.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
584,-,33.88,hk,00210,达芙妮国际,0.34,34,港股,1,,,,,,,,5.29,5.29,,18.90,,0.0,0.74,6.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
585,-,33.88,hk,00200,新濠国际发展,3.13,313,港股,1,,,,,,,,6.73,6.73,,14.86,,0.0,3.74,71.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
586,-,33.88,hk,00184,激成投资,2.38,238,港股,1,,,,,,,,3.14,3.14,,31.85,,0.0,0.23,8.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
587,-,33.88,hk,00177,江苏宁沪高速公路,9.17,917,港股,1,,,,,,,,8.68,8.68,,11.52,,0.0,0.94,462.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
588,-,33.88,hk,00169,万达酒店发展,0.10,10,港股,1,,,,,,,,0.28,0.28,,357.14,,0.0,0.27,4.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
589,-,33.88,hk,00154,北京控股环境集团,0.41,41,港股,1,,,,,,,,2.42,2.42,,41.32,,0.0,0.15,6.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
590,-,33.88,hk,00152,深圳国际,5.32,532,港股,1,,,,,,,,5.80,5.80,,17.24,,0.0,0.37,130.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
591,-,33.88,hk,00151,中国旺旺,3.39,339,港股,1,,,,,,,,9.21,9.21,,10.86,,0.0,1.78,400.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
592,-,33.88,hk,00146,TAI PING CARPET,1.56,156,港股,1,,,,,,,,7.92,7.92,,12.63,,0.0,0.69,3.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
593,-,33.88,hk,00144,招商局港口,12.34,1234,港股,1,,,,,,,,8.02,8.02,,12.47,,0.0,0.47,518.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
594,-,33.88,hk,00142,第一太平,4.80,480,港股,1,,,,,,,,3.98,3.98,,25.13,,0.0,0.60,204.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
595,-,33.88,hk,00135,昆仑能源,6.43,643,港股,1,,,,,,,,9.38,9.38,,10.66,,0.0,0.74,555.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
596,-,33.88,hk,00133,招商局中国基金,20.10,2010,港股,1,,,,,,,,2.07,2.07,,48.31,,0.0,0.47,30.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
597,-,33.88,hk,00116,周生生,9.72,972,港股,1,,,,,,,,3.80,3.80,,26.32,,0.0,0.45,65.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
598,-,33.88,hk,00114,HERALD HOLD,0.63,63,港股,1,,,,,,,,7.09,7.09,,14.10,,0.0,0.63,3.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
599,-,33.88,hk,00113,迪生创建,6.18,618,港股,1,,,,,,,,9.58,9.58,,10.44,,0.0,0.65,23.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
600,-,33.88,hk,00111,信达国际控股,0.66,66,港股,1,,,,,,,,5.26,5.26,,19.01,,0.0,0.40,4.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
601,-,33.88,hk,00107,四川成渝高速公路,4.30,430,港股,1,,,,,,,,7.88,7.88,,12.69,,0.0,0.67,131.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
602,-,33.88,hk,00104,ASIA COMM HOLD,0.25,24,港股,1,,,,,,,,4.66,4.66,,21.46,,0.0,0.39,1.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
603,-,33.88,hk,00098,兴发铝业,6.50,650,港股,1,,,,,,,,3.91,3.91,,25.58,,0.0,0.39,27.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
604,-,33.88,hk,00096,YUSEI,0.49,49,港股,1,,,,,,,,2.78,2.78,,35.97,,0.0,0.27,3.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
605,-,33.88,hk,00086,新鸿基公司,4.02,401,港股,1,,,,,,,,4.96,4.96,,20.16,,0.0,0.35,78.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
606,-,33.88,hk,00085,中电华大科技,1.06,106,港股,1,,,,,,,,9.14,9.14,,10.94,,0.0,0.84,21.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
607,-,33.88,hk,00061,绿领控股,0.05,4,港股,1,,,,,,,,0.04,0.04,,2500.00,,0.0,-0.01,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
608,-,33.88,hk,00057,震雄集团,1.52,152,港股,1,,,,,,,,8.20,8.20,,12.20,,0.0,0.30,9.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
609,-,33.88,hk,00053,国浩集团,66.85,6684,港股,1,,,,,,,,5.15,5.15,,19.42,,0.0,0.31,220.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
610,-,33.88,hk,00050,香港小轮(集团),4.76,476,港股,1,,,,,,,,5.06,5.06,,19.76,,0.0,0.23,17.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
611,-,33.88,hk,00038,第一拖拉机股份,6.69,669,港股,1,,,,,,,,7.81,7.81,,12.80,,0.0,0.81,75.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
612,-,33.88,hk,00032,港通控股,7.52,752,港股,1,,,,,,,,3.87,3.87,,25.84,,0.0,0.35,28.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
613,-,33.88,hk,00028,天安,3.57,357,港股,1,,,,,,,,2.96,2.96,,33.78,,0.0,0.18,52.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
614,-,33.88,hk,00025,CHEVALIER INT'L,4.40,440,港股,1,,,,,,,,3.17,3.17,,31.55,,0.0,0.14,13.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
615,-,33.88,hk,00022,茂盛控股,0.04,4,港股,1,,,,,,,,0.24,0.24,,416.67,,0.0,0.33,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
616,-,33.88,hk,00013,和黄医药,16.78,1678,港股,1,,,,,,,,4.12,4.12,,24.27,,0.0,1.52,146.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
617,-,33.74,hk,02517,锅圈,1.88,188,港股,1,,,,,,,,10.09,10.09,,9.91,,0.0,1.47,48.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
618,-,33.74,hk,01330,绿色动力环保,5.06,505,港股,1,,,,,,,,10.09,10.09,,9.91,,0.0,0.77,72.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
619,-,33.71,hk,06099,招商证券,17.27,1727,港股,1,,,,,,,,10.10,10.10,,9.90,,0.0,1.07,1501.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
620,-,33.71,hk,02099,中国黄金国际,122.50,12250,港股,1,,,,,,,,10.10,10.10,,9.90,,0.0,2.63,485.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
621,-,33.64,hk,00709,佐丹奴国际,1.36,136,港股,1,,,,,,,,10.13,10.13,,9.87,,0.0,1.09,22.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
622,-,33.64,hk,00517,中远海运国际,5.33,533,港股,1,,,,,,,,10.13,10.13,,9.87,,0.0,0.98,78.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
623,-,33.64,hk,00071,美丽华酒店,9.93,993,港股,1,,,,,,,,10.13,10.13,,9.87,,0.0,0.32,68.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
624,-,33.62,hk,00780,同程旅行,11.99,1199,港股,1,,,,,,,,10.14,10.14,,9.86,,0.0,1.09,282.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
625,-,33.58,hk,03700,映宇宙,1.40,140,港股,1,,,,,,,,10.16,10.16,,9.84,,0.0,0.53,27.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
626,-,33.55,hk,01790,达力环保,0.51,51,港股,1,,,,,,,,10.17,10.17,,9.83,,0.0,0.34,5.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
627,-,33.55,hk,01171,兖矿能源,11.05,1105,港股,1,,,,,,,,10.17,10.17,,9.83,,0.0,1.28,1109.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
628,-,33.47,hk,00315,数码通电讯,4.64,463,港股,1,,,,,,,,10.21,10.21,,9.79,,0.0,0.95,51.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
629,-,33.44,hk,01778,彩生活,0.15,14,港股,1,,,,,,,,10.22,10.22,,9.78,,0.0,0.06,2.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
630,-,33.4,hk,01052,越秀交通基建,3.61,361,港股,1,,,,,,,,10.24,10.24,,9.77,,0.0,0.45,60.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
631,-,33.33,hk,80175,吉利汽车-R,14.61,1461,港股,1,,,,,,,,10.27,10.27,,9.74,,0.0,1.66,1575.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
632,-,33.33,hk,09911,赤子城科技,7.55,755,港股,1,,,,,,,,10.27,10.27,,9.74,,0.0,3.96,106.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
633,-,33.27,hk,02483,K CASH集团,1.80,180,港股,1,,,,,,,,10.30,10.30,,9.71,,0.0,0.94,9.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
634,-,33.22,hk,00999,小菜园,6.99,699,港股,1,,,,,,,,10.32,10.32,,9.69,,0.0,3.04,81.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
635,-,33.2,hk,02196,复星医药,15.11,1511,港股,1,,,,,,,,10.33,10.33,,9.68,,0.0,0.72,401.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
636,-,33.2,hk,00536,贸易通,1.09,109,港股,1,,,,,,,,10.33,10.33,,9.68,,0.0,2.26,8.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
637,-,33.09,hk,00425,敏实集团,26.42,2642,港股,1,,,,,,,,10.38,10.38,,9.63,,0.0,1.19,309.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
638,-,33.09,hk,00384,中国燃气,5.18,518,港股,1,,,,,,,,10.38,10.38,,9.63,,0.0,0.49,282.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
639,-,33.07,hk,01698,腾讯音乐-SW,32.88,3288,港股,1,,,,,,,,10.39,10.39,,9.62,,0.0,1.23,1035.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
640,-,33.05,hk,00528,金达控股,1.14,113,港股,1,,,,,,,,10.40,10.40,,9.62,,0.0,0.45,7.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
641,-,33.01,hk,02416,易点云,3.00,300,港股,1,,,,,,,,10.42,10.42,,9.60,,0.0,1.04,15.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
642,-,32.88,hk,80941,中国移动-R,65.65,6565,港股,1,,,,,,,,10.48,10.48,,9.54,,0.0,0.98,14232.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
643,-,32.86,hk,01281,鑫达投资控股,0.10,10,港股,1,,,,,,,,10.49,10.49,,9.53,,0.0,0.16,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
644,-,32.86,hk,00990,至源控股,0.51,51,港股,1,,,,,,,,10.49,10.49,,9.53,,0.0,0.99,75.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
645,-,32.84,hk,02186,绿叶制药,1.80,180,港股,1,,,,,,,,10.50,10.50,,9.52,,0.0,0.40,71.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
646,-,32.8,hk,02380,中国电力,2.74,274,港股,1,,,,,,,,10.52,10.52,,9.51,,0.0,0.71,338.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
647,-,32.73,hk,02899,紫金矿业,27.40,2740,港股,1,,,,,,,,10.55,10.55,,9.48,,0.0,3.26,7285.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
648,-,32.73,hk,00175,吉利汽车,16.86,1686,港股,1,,,,,,,,10.55,10.55,,9.48,,0.0,1.69,1818.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
649,-,32.69,hk,02611,国泰海通,14.85,1485,港股,1,,,,,,,,10.57,10.57,,9.46,,0.0,0.71,2617.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
650,-,32.63,hk,01858,春立医疗,8.53,852,港股,1,,,,,,,,10.60,10.60,,9.43,,0.0,0.95,32.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
651,-,32.53,hk,82388,中银香港-R,36.50,3650,港股,1,,,,,,,,10.65,10.65,,9.39,,0.0,1.19,3859.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
652,-,32.51,hk,06601,朝云集团,1.98,198,港股,1,,,,,,,,10.66,10.66,,9.38,,0.0,0.79,26.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
653,-,32.46,hk,08017,捷利交易宝,0.90,90,港股,1,,,,,,,,10.68,10.68,,9.36,,0.0,1.60,6.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
654,-,32.46,hk,02302,中核国际,4.20,420,港股,1,,,,,,,,10.68,10.68,,9.36,,0.0,2.37,20.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
655,-,32.4,hk,06030,中信证券,27.26,2726,港股,1,,,,,,,,10.71,10.71,,9.34,,0.0,1.22,4040.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
656,-,32.34,hk,00137,金辉集团,0.59,59,港股,1,,,,,,,,10.74,10.74,,9.31,,0.0,0.19,3.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
657,-,32.2,hk,01662,义合控股,0.63,63,港股,1,,,,,,,,10.81,10.81,,9.25,,0.0,0.68,3.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
658,-,32.2,hk,00854,威雅利,5.35,535,港股,1,,,,,,,,10.81,10.81,,9.25,,0.0,1.09,5.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
659,-,32.08,hk,00941,中国移动,76.15,7615,港股,1,,,,,,,,10.87,10.87,,9.20,,0.0,1.00,16508.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
660,-,32.07,hk,02386,中石化炼化工程,4.93,493,港股,1,,,,,,,,10.88,10.88,,9.19,,0.0,0.62,216.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
661,-,32.03,hk,06693,赤峰黄金,22.98,2298,港股,1,,,,,,,,10.90,10.90,,9.17,,0.0,2.70,436.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
662,-,32.03,hk,00270,粤海投资,7.76,776,港股,1,,,,,,,,10.90,10.90,,9.17,,0.0,1.18,507.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
663,-,31.99,hk,02495,声通科技,41.32,4132,港股,1,,,,,,,,10.92,10.92,,9.16,,0.0,0.78,16.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
664,-,31.97,hk,00596,浪潮数字企业,2.36,236,港股,1,,,,,,,,10.93,10.93,,9.15,,0.0,0.82,28.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
665,-,31.79,hk,00728,中国电信,4.27,426,港股,1,,,,,,,,11.02,11.02,,9.07,,0.0,0.74,3907.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
666,-,31.78,hk,01620,富盈环球集团,0.10,10,港股,1,,,,,,,,11.03,11.03,,9.07,,0.0,10.67,1.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
667,-,31.74,hk,03998,波司登,4.28,428,港股,1,,,,,,,,11.05,11.05,,9.05,,0.0,2.42,500.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
668,-,31.72,hk,00322,康师傅控股,9.78,977,港股,1,,,,,,,,11.06,11.06,,9.04,,0.0,3.32,551.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
669,-,31.7,hk,08425,兴铭控股,0.09,9,港股,1,,,,,,,,11.07,11.07,,9.03,,0.0,0.37,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
670,-,31.68,hk,09985,卫龙美味,7.19,719,港股,1,,,,,,,,11.08,11.08,,9.03,,0.0,2.16,174.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
671,-,31.66,hk,00631,三一国际,6.64,664,港股,1,,,,,,,,11.09,11.09,,9.02,,0.0,1.47,218.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
672,-,31.59,hk,00090,普星能量,1.03,103,港股,1,,,,,,,,11.13,11.13,,8.98,,0.0,0.47,4.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
673,-,31.55,hk,00168,青岛啤酒股份,43.04,4304,港股,1,,,,,,,,11.15,11.15,,8.97,,0.0,1.60,587.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
674,-,31.51,hk,02388,中银香港,42.38,4238,港股,1,,,,,,,,11.17,11.17,,8.95,,0.0,1.25,4480.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
675,-,31.51,hk,02285,泉峰控股,16.60,1660,港股,1,,,,,,,,11.17,11.17,,8.95,,0.0,1.07,84.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
676,-,31.44,hk,82331,李宁-R,12.73,1273,港股,1,,,,,,,,11.21,11.21,,8.92,,0.0,1.19,329.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
677,-,31.31,hk,01866,中国心连心化肥,9.13,913,港股,1,,,,,,,,11.28,11.28,,8.87,,0.0,1.08,116.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
678,-,31.29,hk,80737,湾区发展-R,1.62,162,港股,1,,,,,,,,11.29,11.29,,8.86,,0.0,1.04,54.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
679,-,31.18,hk,03309,希玛医疗,0.94,94,港股,1,,,,,,,,11.35,11.35,,8.81,,0.0,0.64,11.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
