rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
4464,-,30.02,us,RRX,Regal Rexnord Corporation Common Stock,227.00,22700,Regal Rexnord Corporation Common Stock,1,,,,,,,,52.74,,1.90,,0.0,2.22,151.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4465,-,30.02,us,RS,"Reliance, Inc. Common Stock",373.84,37384,"Reliance, Inc. Common Stock",1,,,,,,,,23.72,,4.22,,0.0,2.68,190.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4466,-,30.02,us,RSG,"Republic Services, Inc. Common Stock",212.82,21282,"Republic Services, Inc. Common Stock",1,,,,,,,,30.19,,3.31,,0.0,5.47,654.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4467,-,30.02,us,RSI,"Rush Street Interactive, Inc. Class A Common Stock",31.20,3120,"Rush Street Interactive, Inc. Class A Common Stock",1,,,,,,,,195.93,,0.51,,0.0,45.63,72.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4468,-,27.12,us,RSKD,Riskified Ltd. Class A Ordinary Shares,5.01,501,Riskified Ltd. Class A Ordinary Shares,1,,,,,,,,-39.86,,,,0.0,2.65,7.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4469,-,30.02,us,RTO,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),28.50,2850,Rentokil Initial plc American Depositary Shares (each representing five (5) Ordinary Shares),1,,,,,,,,30.63,,3.26,,0.0,2.62,144.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4470,-,26.25,us,RTX,RTX Corporation Common Stock,188.47,18846,RTX Corporation Common Stock,1,5.3,,4.6,-38.5,,2.47,62.0,34.98,,2.86,,0.0,3.83,2538.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4471,-,30.02,us,RVLV,"Revolve Group, Inc. Class A Common Stock",22.89,2289,"Revolve Group, Inc. Class A Common Stock",1,,,,,,,,25.50,,3.92,,0.0,3.11,16.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4472,-,27.12,us,RVP,"Retractable Technologies, Inc. Common Stock",0.71,71,"Retractable Technologies, Inc. Common Stock",1,,,,,,,,-3.38,,,,0.0,0.30,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4473,-,30.02,us,RVTY,"Revvity, Inc. Common Stock",110.91,11091,"Revvity, Inc. Common Stock",1,,,,,,,,51.62,,1.94,,0.0,1.72,123.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4474,-,27.12,us,RXO,"RXO, Inc. Common Stock",27.44,2744,"RXO, Inc. Common Stock",1,,,,,,,,-43.10,,,,0.0,3.00,45.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4475,-,27.12,us,RYAM,Rayonier Advanced Materials Inc. Common Stock,7.85,785,Rayonier Advanced Materials Inc. Common Stock,1,,,,,,,,-1.13,,,,0.0,2.31,5.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4476,-,30.02,us,RYAN,"Ryan Specialty Holdings, Inc. Class A Common Stock",38.17,3817,"Ryan Specialty Holdings, Inc. Class A Common Stock",1,,,,,,,,92.60,,1.08,,0.0,15.82,100.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4477,-,27.12,us,RYDE,Ryde Group Ltd. Class A Ordinary Shares,0.68,68,Ryde Group Ltd. Class A Ordinary Shares,1,,,,,,,,-8.40,,,,0.0,4.67,1.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4478,-,27.12,us,RYZ,Ryerson Holding Corporation Common Stock,24.89,2489,Ryerson Holding Corporation Common Stock,1,,,,,,,,-27.90,,,,0.0,1.01,12.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4479,-,27.12,us,S,"SentinelOne, Inc. Class A Common Stock",16.90,1689,"SentinelOne, Inc. Class A Common Stock",1,,,,,,,,-18.18,,,,0.0,4.03,57.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4480,-,27.12,us,SA,"Seabridge Gold, Inc. Common Shares New",25.67,2567,"Seabridge Gold, Inc. Common Shares New",1,,,,,,,,-54.31,,,,0.0,3.20,27.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4481,-,27.12,us,SACH,Sachem Capital Corp. Common Shares,0.95,94,Sachem Capital Corp. Common Shares,1,,,,,,,,-67.49,,,,0.0,0.27,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4482,-,30.02,us,SAFE,Safehold Inc. New Common Stock,15.97,1597,Safehold Inc. New Common Stock,1,,,,,,,,10.03,,9.97,,0.0,0.47,11.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4483,-,27.12,us,SAGU,Shreya Acquisition Group Class A Ordinary Shares,9.90,990,Shreya Acquisition Group Class A Ordinary Shares,1,,,,,,,,,,,,0.0,-2013.10,1.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4484,-,30.02,us,SAH,"Sonic Automotive, Inc. Common Stock",83.48,8348,"Sonic Automotive, Inc. Common Stock",1,,,,,,,,24.23,,4.13,,0.0,2.69,26.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4485,-,27.12,us,SAM,"Boston Beer Company, Inc. (The) Common Stock",179.15,17915,"Boston Beer Company, Inc. (The) Common Stock",1,,,,,,,,-30.48,,,,0.0,2.73,18.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4486,-,30.02,us,SAN,"Banco Santander, S.A. Sponsored ADR (Spain)",13.65,1365,"Banco Santander, S.A. Sponsored ADR (Spain)",1,,,,,,,,10.51,,9.51,,0.0,1.65,2005.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4487,-,30.02,us,SAP,SAP  SE ADS,153.46,15346,SAP  SE ADS,1,,,,,,,,20.66,,4.84,,0.0,3.48,1791.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4488,-,30.02,us,SARO,"StandardAero, Inc. Common Stock",29.06,2906,"StandardAero, Inc. Common Stock",1,,,,,,,,32.82,,3.05,,0.0,3.59,96.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4489,-,30.02,us,SB,"Safe Bulkers, Inc Common Stock ($0.001 par value)",6.22,622,"Safe Bulkers, Inc Common Stock ($0.001 par value)",1,,,,,,,,11.84,,8.45,,0.0,0.75,6.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4490,-,27.12,us,SBEV,"Splash Beverage Group, Inc. (NV) Common Stock",0.16,16,"Splash Beverage Group, Inc. (NV) Common Stock",1,,,,,,,,-0.11,,,,0.0,-0.15,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4491,-,30.02,us,SBH,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",14.06,1406,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock",1,,,,,,,,7.30,,13.70,,0.0,1.60,13.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4492,-,27.12,us,SBMT,Silver Bow Mining Corp. Common Shares,6.81,681,Silver Bow Mining Corp. Common Shares,1,,,,,,,,-25.85,,,,0.0,4.34,2.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4493,-,30.02,us,SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),5.71,571,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares),1,,,,,,,,12.14,,8.24,,0.0,2.39,201.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4494,-,30.02,us,SBSI,"Southside Bancshares, Inc. Common Stock",35.01,3501,"Southside Bancshares, Inc. Common Stock",1,,,,,,,,14.68,,6.81,,0.0,1.22,10.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4495,-,27.12,us,SBSW,D/B/A Sibanye-Stillwater Limited ADS,8.58,857,D/B/A Sibanye-Stillwater Limited ADS,1,,,,,,,,-20.26,,,,0.0,2.65,60.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4496,-,30.02,us,SBXD,SilverBox Corp IV Class A Ordinary Shares,10.81,1081,SilverBox Corp IV Class A Ordinary Shares,1,,,,,,,,53.33,,1.88,,0.0,1.36,2.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4497,-,27.12,us,SBXE,SilverBox Corp V Class A Ordinary Shares,10.06,1006,SilverBox Corp V Class A Ordinary Shares,1,,,,,,,,,,,,0.0,1.34,3.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4498,-,30.02,us,SCCO,Southern Copper Corporation Common Stock,174.57,17457,Southern Copper Corporation Common Stock,1,,,,,,,,29.33,,3.41,,0.0,12.36,1456.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4499,-,30.02,us,SCHW,Charles Schwab Corporation (The) Common Stock,93.00,9300,Charles Schwab Corporation (The) Common Stock,1,,,,,,,,17.17,,5.82,,0.0,3.29,1617.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4500,-,30.02,us,SCI,Service Corporation International Common Stock,75.69,7569,Service Corporation International Common Stock,1,,,,,,,,19.50,,5.13,,0.0,6.59,104.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4501,-,27.12,us,SCL,Stepan Company Common Stock,54.65,5465,Stepan Company Common Stock,1,,,,,,,,-87.28,,,,0.0,1.04,12.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4502,-,30.02,us,SD,"SandRidge Energy, Inc. Common Stock",13.76,1376,"SandRidge Energy, Inc. Common Stock",1,,,,,,,,6.70,,14.93,,0.0,0.97,5.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4503,-,30.02,us,SDEV,Stablecoin Development Corporation Common Stock,1.08,108,Stablecoin Development Corporation Common Stock,1,,,,,,,,0.06,,1666.67,,0.0,0.21,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4504,-,30.02,us,SDHC,Smith Douglas Homes Corp. Class A Common Stock,15.26,1526,Smith Douglas Homes Corp. Class A Common Stock,1,,,,,,,,90.36,,1.11,,0.0,9.44,7.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4505,-,27.12,us,SDRL,Seadrill Limited Common Shares,39.17,3917,Seadrill Limited Common Shares,1,,,,,,,,-34.99,,,,0.0,0.86,24.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4506,-,30.02,us,SE,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",91.87,9187,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share",1,,,,,,,,35.10,,2.85,,0.0,4.38,562.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4507,-,30.02,us,SEB,Seaboard Corporation Common Stock,4553.00,455300,Seaboard Corporation Common Stock,1,,,,,,,,7.48,,13.37,,0.0,0.82,43.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4508,-,27.12,us,SEG,Seaport Entertainment Group Inc. Common Stock,26.93,2693,Seaport Entertainment Group Inc. Common Stock,1,,,,,,,,-2.67,,,,0.0,0.84,3.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4509,-,30.02,us,SEI,"Solaris Energy Infrastructure, Inc. Class A Common Stock",78.75,7875,"Solaris Energy Infrastructure, Inc. Class A Common Stock",1,,,,,,,,125.13,,0.80,,0.0,7.42,57.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4510,-,30.02,us,SEM,Select Medical Holdings Corporation Common Stock,16.56,1655,Select Medical Holdings Corporation Common Stock,1,,,,,,,,15.37,,6.51,,0.0,1.17,20.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4511,-,27.12,us,SER,"Serina Therapeutics, Inc. Common Stock",1.89,189,"Serina Therapeutics, Inc. Common Stock",1,,,,,,,,-1.33,,,,0.0,1.61,0.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4512,-,27.12,us,SES,SES AI Corporation Class A Common Stock,0.97,96,SES AI Corporation Class A Common Stock,1,,,,,,,,-4.91,,,,0.0,1.76,3.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4513,-,30.02,us,SFBS,"ServisFirst Bancshares, Inc. Common Stock",87.32,8732,"ServisFirst Bancshares, Inc. Common Stock",1,,,,,,,,16.11,,6.21,,0.0,2.50,47.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4514,-,30.02,us,SFL,SFL Corporation Ltd,10.24,1024,SFL Corporation Ltd,1,,,,,,,,47.76,,2.09,,0.0,1.56,15.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4515,-,30.02,us,SG,"Sweetgreen, Inc. Class A Common Stock",8.83,883,"Sweetgreen, Inc. Class A Common Stock",1,,,,,,,,62.52,,1.60,,0.0,2.15,10.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4516,-,30.02,us,SGHC,Super Group (SGHC) Limited Ordinary Shares,13.65,1365,Super Group (SGHC) Limited Ordinary Shares,1,,,,,,,,28.31,,3.53,,0.0,9.51,69.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4517,-,30.02,us,SGI,Somnigroup International Inc. Common Stock,77.45,7745,Somnigroup International Inc. Common Stock,1,,,,,,,,31.25,,3.20,,0.0,5.18,162.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4518,-,30.02,us,SGU,Star Group L.P. Common Stock,12.99,1299,Star Group L.P. Common Stock,1,,,,,,,,4.32,,23.15,,0.0,1.01,4.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4519,-,30.02,us,SHAK,"Shake Shack, Inc. Class A Common Stock",55.05,5505,"Shake Shack, Inc. Class A Common Stock",1,,,,,,,,57.18,,1.75,,0.0,4.48,23.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4520,-,30.02,us,SHEL,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),77.46,7745,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares),1,,,,,,,,11.65,,8.58,,0.0,1.26,2183.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4521,-,30.02,us,SHNY,"MicroSectors Gold 3X Leveraged ETNs due January 29, 2043",8.20,819,"MicroSectors Gold 3X Leveraged ETNs due January 29, 2043",1,,,,,,,,0.82,,121.95,,0.0,0.09,57.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4522,-,30.02,us,SHO,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",11.48,1148,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares",1,,,,,,,,56.50,,1.77,,0.0,1.12,21.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4523,-,30.02,us,SHW,Sherwin-Williams Company (The) Common Stock,342.33,34233,Sherwin-Williams Company (The) Common Stock,1,,,,,,,,32.48,,3.08,,0.0,19.05,844.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4524,-,27.12,us,SI,"Shoulder Innovations, Inc. Common Stock",20.61,2061,"Shoulder Innovations, Inc. Common Stock",1,,,,,,,,-9.70,,,,0.0,3.21,4.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4525,-,27.12,us,SID,Companhia Siderurgica Nacional S.A. Common Stock,0.90,90,Companhia Siderurgica Nacional S.A. Common Stock,1,,,,,,,,-3.19,,,,0.0,0.48,11.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4526,-,30.02,us,SIF,"SIFCO Industries, Inc. Common Stock",21.77,2177,"SIFCO Industries, Inc. Common Stock",1,,,,,,,,18.35,,5.45,,0.0,3.29,1.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4527,-,30.02,us,SIG,Signet Jewelers Limited Common Shares,84.42,8442,Signet Jewelers Limited Common Shares,1,,,,,,,,11.35,,8.81,,0.0,1.75,33.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4528,-,30.02,us,SII,Sprott Inc. Common Shares,114.16,11416,Sprott Inc. Common Shares,1,,,,,,,,34.79,,2.87,,0.0,7.74,29.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4529,-,30.02,us,SIM,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",30.13,3013,"Grupo Simec, S.A.B. de C.V. American Depositary Shares",1,,,,,,,,39.21,,2.55,,0.0,1.29,46.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4530,-,27.12,us,SIND,Sinda Ltd. Common Stock,11.93,1192,Sinda Ltd. Common Stock,1,,,,,,,,-64.08,,,,0.0,67.85,17.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4531,-,30.02,us,SITC,SITE Centers Corp. Common Stock,4.07,406,SITE Centers Corp. Common Stock,1,,,,,,,,1.21,,82.64,,0.0,0.63,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
4532,-,30.02,us,SITE,"SiteOne Landscape Supply, Inc. Common Stock",113.89,11389,"SiteOne Landscape Supply, Inc. Common Stock",1,,,,,,,,33.09,,3.02,,0.0,3.11,50.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4533,-,27.12,us,SJM,The J.M. Smucker Company Common Stock,114.03,11403,The J.M. Smucker Company Common Stock,1,,,,,,,,-87.87,,,,0.0,2.20,121.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4534,-,27.12,us,SKE,Skeena Resources Limited Common Shares,26.73,2673,Skeena Resources Limited Common Shares,1,,,,,,,,-18.29,,,,0.0,25.60,33.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4535,-,27.12,us,SKIL,Skillsoft Corp. Class A Common Stock,5.62,562,Skillsoft Corp. Class A Common Stock,1,,,,,,,,-0.35,,,,0.0,-0.69,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
4536,-,30.02,us,SKM,"SK Telecom Co., Ltd. Common Stock",31.71,3171,"SK Telecom Co., Ltd. Common Stock",1,,,,,,,,47.82,,2.09,,0.0,1.31,121.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4537,-,30.02,us,SKT,Tanger Inc. Common Stock,39.58,3958,Tanger Inc. Common Stock,1,,,,,,,,36.72,,2.72,,0.0,6.78,45.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
4538,-,30.02,us,SKY,"Champion Homes, Inc. Common Stock",88.06,8806,"Champion Homes, Inc. Common Stock",1,,,,,,,,23.36,,4.28,,0.0,3.07,48.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
