rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
73,-,38.94,us,AEYE,"AudioEye, Inc. - Common Stock",5.75,575,"AudioEye, Inc. - Common Stock",0,-49.2,79.4,-12.1,27.6,,-0.64,68.3,-19.30,,,,0.0,22.60,0.7,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
74,-,40.02,us,AFBI,"Affinity Bancshares, Inc. - Common Stock",22.56,2256,"Affinity Bancshares, Inc. - Common Stock",0,5.4,,,0.0,-5.2,1.05,85.1,15.65,,6.39,,0.0,1.06,1.4,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
75,-,28.03,us,AFCG,Advanced Flower Capital Inc. - Common Stock,3.22,322,Advanced Flower Capital Inc. - Common Stock,1,,,,,,,49.9,-5.69,,,,0.0,0.41,0.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
76,-,48.54,us,AFJK,"Aimei Health Technology Co., Ltd - Ordinary Share",28.07,2807,"Aimei Health Technology Co., Ltd - Ordinary Share",0,-1902.9,,,1389.1,,-0.26,2.0,96.55,0.07,1.04,431.6,116.1,10.99,0.9,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
77,-,31.05,us,AFRI,Forafric Global PLC - Ordinary Shares,9.99,999,Forafric Global PLC - Ordinary Shares,0,,9.5,-4.2,33.7,,-2.63,97.8,-18.09,,,,0.0,-31.00,2.7,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
78,-,16.34,us,AFRM,"Affirm Holdings, Inc. - Class A Common Stock",82.62,8262,"Affirm Holdings, Inc. - Class A Common Stock",0,-37.9,,-157.2,-39.3,,-0.01,71.3,72.35,,1.38,,0.0,7.31,276.7,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
79,-,30.02,us,AFYA,Afya Limited - Class A Common Shares,14.74,1474,Afya Limited - Class A Common Shares,1,,,,,,,,9.19,,10.88,,0.0,1.48,13.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
80,-,40.44,us,AGCC,Agencia Comercial Spirits Ltd - Class A Ordinary Share,15.05,1505,Agencia Comercial Spirits Ltd - Class A Ordinary Share,0,,41.0,27.0,,,-1.15,51.4,920.87,,0.11,,0.0,56.87,5.6,OCF/净利<0.8; ROE<15.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
81,-,30.02,us,AGEN,Agenus Inc. - Common Stock,3.13,313,Agenus Inc. - Common Stock,1,,,,,,,,2.02,,49.50,,0.0,-0.59,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
82,-,21.02,us,AGIO,"Agios Pharmaceuticals, Inc. - Common Stock",37.77,3777,"Agios Pharmaceuticals, Inc. - Common Stock",1,-29.4,,-1312.6,-51.9,,0.84,7.3,-5.32,,,,0.0,2.03,22.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
83,-,27.12,us,AGMB,AgomAb Therapeutics NV - ADRs representing one common share.,14.11,1411,AgomAb Therapeutics NV - ADRs representing one common share.,1,,,,,,,,-9.48,,,,0.0,4.53,6.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
84,-,30.02,us,AGMH,AGM Group Holdings Inc. - Class A Ordinary Shares,1.18,118,AGM Group Holdings Inc. - Class A Ordinary Shares,1,,,,,,,,0.27,,370.37,,0.0,0.12,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
85,-,13.77,us,AGNT,"AGNT, Inc. - Common Stock",5.53,553,"AGNT, Inc. - Common Stock",0,-4.0,7.5,-0.2,-158.1,,-23.31,47.6,-54.13,,,,0.0,3.55,9.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
86,-,22.01,us,AGPU,Axe Compute Inc. - Common Stock,7.62,762,Axe Compute Inc. - Common Stock,0,-84.3,,,9.4,,,104.1,-0.35,,,,0.0,2.05,0.8,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
87,-,30.02,us,AGRZ,Agroz Inc. - Ordinary Shares,0.34,33,Agroz Inc. - Ordinary Shares,1,,,,,,,,3.88,,25.77,,0.0,1.88,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
88,-,67.62,us,AGYS,"Agilysys, Inc. - Common Stock",103.15,10315,"Agilysys, Inc. - Common Stock",1,16.5,61.0,7.4,125.1,,2.36,,74.90,0.60,1.34,50.1,664.1,8.89,29.1,净利率<10.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
89,-,14.03,us,AHCO,AdaptHealth Corp.  - Common Stock,10.06,1006,AdaptHealth Corp.  - Common Stock,0,-44.8,,-21.2,-1079.4,,-0.71,64.8,-17.19,,,,0.0,0.91,13.7,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
90,-,45.65,us,AHG,Akso Health Group - American Depositary Shares,1.45,145,Akso Health Group - American Depositary Shares,1,-1.8,,,91.9,,2.39,2.5,-9.16,,,,0.0,6.26,12.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
91,-,26.82,us,AHMA,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,1.72,172,Ambitions Enterprise Management Co. L.L.C - Class A Ordinary Shares,0,,18.8,7.6,,,-0.05,36.2,41.80,,2.39,,0.0,4.09,0.5,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
92,-,27.12,us,AIAI,AIAI Holdings Corporation - Class A common stock,14.56,1456,AIAI Holdings Corporation - Class A common stock,1,,,,,,,,-171.50,,,,0.0,-473.83,11.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
93,-,27.12,us,AIBZ,Bitzero Holdings Inc. - Common Shares,7.02,702,Bitzero Holdings Inc. - Common Shares,1,,,,,,,,,,,,0.0,15.59,3.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
94,-,20.18,us,AIDX,"20/20 Biolabs, Inc. - Common Stock",0.56,56,"20/20 Biolabs, Inc. - Common Stock",0,,20.6,-316.8,,,0.47,58.0,-1.33,,,,0.0,2.49,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
95,-,20.76,us,AIFA,"All In FutureTech Alliance, Inc. - Common Stock",2.27,227,"All In FutureTech Alliance, Inc. - Common Stock",0,-21.5,,,-387.8,,0.58,31.2,-0.44,,,,0.0,0.48,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
96,-,39.55,us,AIFF,"Firefly Neuroscience, Inc.  - Common Stock",1.25,125,"Firefly Neuroscience, Inc.  - Common Stock",0,988.2,100.0,-9685.2,-301.8,,0.59,108.2,-2.18,,,,0.0,2.31,0.2,负债率≥70.0%; OCF/净利<0.8; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
97,-,13.54,us,AIFU,AIFU Inc. - Class A Ordinary Share,40.51,4051,AIFU Inc. - Class A Ordinary Share,0,-155.9,,-408.8,-622.0,,0.01,69.2,-0.77,,,,0.0,3.67,2.5,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
98,-,13.2,us,AIHS,Senmiao Technology Limited - Common Stock,1.29,129,Senmiao Technology Limited - Common Stock,0,-138.7,21.6,-85.6,-17.8,,-0.00,56.5,-1.62,,,,0.0,13.36,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
99,-,11.43,us,AIIO,Robo.ai Inc. - Class B Ordinary Shares,4.58,458,Robo.ai Inc. - Class B Ordinary Shares,0,-24632.7,-31.3,-710.6,-456.1,,0.52,260.5,-4.57,,,,0.0,-6.84,7.6,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
100,-,30.02,us,AIIR,Air Global PLC - Ordinary shares,6.80,680,Air Global PLC - Ordinary shares,1,,,,,,,,287.56,,0.35,,0.0,3.89,10.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
101,-,13.93,us,AIMD,"Ainos, Inc. - Common Stock",1.93,193,"Ainos, Inc. - Common Stock",0,-50.3,-153.7,-71702.3,-7.9,,0.39,46.2,-1.18,,,,0.0,2.89,0.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
102,-,24.75,us,AIOS,AIOS Tech Inc. - Class A Common Shares,11.98,1198,AIOS Tech Inc. - Class A Common Shares,1,8.7,0.9,4.5,-0.2,,2.02,22.2,-0.18,,,,0.0,8.31,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
103,-,36.72,us,AIOT,"PowerFleet, Inc. - Common Stock",3.87,387,"PowerFleet, Inc. - Common Stock",0,-12.6,47.8,-5.0,47.1,,-0.18,58.2,-25.27,,,,0.0,1.09,5.2,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
104,-,25.35,us,AIP,"Arteris, Inc.  - Common Stock",49.90,4989,"Arteris, Inc.  - Common Stock",0,-127.8,89.7,-58.3,8.8,,0.02,101.1,-66.61,,,,0.0,889.14,23.0,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
105,-,22.25,us,AIRE,reAlpha Tech Corp. - Common Stock,1.93,193,reAlpha Tech Corp. - Common Stock,0,-198.2,68.1,-2743.8,-377.2,,0.23,86.9,-0.54,,,,0.0,1.11,0.1,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
106,-,37.32,us,AIRG,"Airgain, Inc. - Common Stock",6.31,631,"Airgain, Inc. - Common Stock",0,-24.4,40.9,-14.3,30.1,,0.41,36.1,-11.80,,,,0.0,2.86,0.8,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
107,-,36.44,us,AIRJ,AirJoule Technologies Corporation - Class A Common Stock,5.56,556,AirJoule Technologies Corporation - Class A Common Stock,0,-58328.3,,,1995.5,,-0.11,31.8,-5.46,,,,6.2,1.67,4.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%
108,-,34.17,us,AIRO,"AIRO Group Holdings, Inc. - Common Stock",7.47,747,"AIRO Group Holdings, Inc. - Common Stock",0,,67.1,-44.5,,,-0.56,21.7,-13.36,,,,0.0,0.33,2.3,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
109,-,30.71,us,AIRS,"AirSculpt Technologies, Inc. - Common Stock",4.48,448,"AirSculpt Technologies, Inc. - Common Stock",0,-5.1,,-2.2,71.1,,-5.65,63.3,-28.18,,,,0.0,3.15,3.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
110,-,41.84,us,AIRT,"Air T, Inc. - Common Stock",23.64,2364,"Air T, Inc. - Common Stock",0,-81.8,,-2.4,44.5,,-2.52,89.4,0.82,0.02,121.95,1629.5,0.0,0.80,0.6,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; 未打0.3%折
111,-,37.7,us,AISP,"Airship AI Holdings, Inc - Class A Common Stock",2.45,245,"Airship AI Holdings, Inc - Class A Common Stock",0,444.7,45.7,-249.3,-451.0,,0.11,486.8,17.25,,5.80,,0.0,-11.72,0.8,负债率≥70.0%; OCF/净利<0.8; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
112,-,41.4,us,AIXC,"AIxCrypto Holdings, Inc. - Common Stock",1.16,115,"AIxCrypto Holdings, Inc. - Common Stock",1,,,,53.3,,1.01,,-1.15,,,,0.0,1.07,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
113,-,33.02,us,AIXI,XIAO-I Corporation - American Depositary Shares,1.91,191,XIAO-I Corporation - American Depositary Shares,0,310.1,,,-348.6,,0.60,118.4,-0.02,,,,0.0,-0.02,0.0,负债率≥70.0%; OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
114,-,47.87,us,AKAM,"Akamai Technologies, Inc. - Common Stock",118.08,11808,"Akamai Technologies, Inc. - Common Stock",1,12.3,,,4.6,-0.6,2.46,53.0,39.45,,2.53,,0.0,3.50,171.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
115,-,27.12,us,AKAN,Akanda Corp. - Common Shares,13.76,1375,Akanda Corp. - Common Shares,1,,,,,,,,-0.16,,,,0.0,-0.69,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
116,-,13.45,us,AKBA,"Akebia Therapeutics, Inc. - Common Stock",1.14,113,"Akebia Therapeutics, Inc. - Common Stock",0,-992.8,,-26.7,0.0,,0.45,122.3,-14.91,,,,0.0,11.17,3.1,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
117,-,27.12,us,AKTS,"Aktis Oncology, Inc. - Common stock",30.85,3085,"Aktis Oncology, Inc. - Common stock",1,,,,,,,,-25.43,,,,0.0,3.37,17.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
118,-,18.43,us,AKTX,Akari Therapeutics Plc - American Depositary Shares,9.49,949,Akari Therapeutics Plc - American Depositary Shares,0,-2534.1,,,-97.8,,0.63,56.0,-0.53,,,,0.0,1.04,0.1,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
119,-,62.76,us,ALAB,"Astera Labs, Inc. - Common Stock",495.60,49560,"Astera Labs, Inc. - Common Stock",0,42.0,68.9,-22.7,55.0,,0.48,8.5,317.42,5.77,0.32,5.2,0.0,56.86,849.5,OCF/净利<0.8; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
120,-,30.02,us,ALAR,Alarum Technologies Ltd. - American Depositary Shares,8.12,811,Alarum Technologies Ltd. - American Depositary Shares,1,,,,,,,,51.35,,1.95,,0.0,1.77,0.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
121,-,35.28,us,ALBT,Avalon GloboCare Corp. - Common Stock,0.30,29,Avalon GloboCare Corp. - Common Stock,1,-109.2,,,52.7,,,66.2,-0.18,,,,0.0,0.31,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
122,-,37.08,us,ALCO,"Alico, Inc. - Common Stock",40.91,4090,"Alico, Inc. - Common Stock",0,2.8,-120.9,14.9,280.0,-33.5,-4.37,35.7,-16.07,,,,0.0,2.96,3.0,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
123,-,22.37,us,ALDX,"Aldeyra Therapeutics, Inc. - Common Stock",2.08,207,"Aldeyra Therapeutics, Inc. - Common Stock",0,-41.2,,,-48.8,,0.77,32.1,-4.57,,,,0.0,2.97,1.3,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
124,-,27.15,us,ALEC,"Alector, Inc. - Common Stock",2.06,205,"Alector, Inc. - Common Stock",0,-54.8,,-118.4,10.7,,1.93,72.9,-1.82,,,,0.0,21.98,2.3,负债率≥70.0%; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
125,B,54.45,us,ALGM,"Allegro MicroSystems, Inc. - Common Stock",69.11,6911,"Allegro MicroSystems, Inc. - Common Stock",2,17.9,56.1,19.2,56.9,71.8,1.03,26.1,-864.32,,,,229.1,13.49,128.8,PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
126,-,59.74,us,ALGN,"Align Technology, Inc. - Common Stock",168.25,16825,"Align Technology, Inc. - Common Stock",1,12.3,70.1,11.5,23.1,-37.0,1.77,38.0,28.03,,3.57,,0.0,2.90,120.5,ROE<15.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
127,-,14.49,us,ALGS,"Aligos Therapeutics, Inc. - Common stock",5.55,555,"Aligos Therapeutics, Inc. - Common stock",0,-133.9,,-3633.6,-49.6,,0.62,141.3,-0.38,,,,0.0,1.08,0.3,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
128,-,39.12,us,ALGT,Allegiant Travel Company - Common Stock,119.00,11900,Allegiant Travel Company - Common Stock,1,9.6,,5.1,4617.0,,3.60,68.8,-63.93,,,,62.2,2.00,21.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%
129,-,18.54,us,ALHC,"Alignment Healthcare, Inc. - Common Stock",23.50,2350,"Alignment Healthcare, Inc. - Common Stock",0,-115.3,,,1.0,,0.40,87.1,245.34,239.80,0.41,0.1,0.0,23.49,48.6,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
130,-,77.51,us,ALKS,Alkermes plc - Ordinary Shares,52.28,5228,Alkermes plc - Ordinary Shares,1,33.0,,21.4,324.8,,1.13,28.7,57.06,0.18,1.75,170.8,81.7,4.98,87.1,毛利<30.0%; CAGR<10.0%; 盈收率≤5.0%; 未打0.3%折
131,-,25.21,us,ALKT,"Alkami Technology, Inc. - Common Stock",17.37,1737,"Alkami Technology, Inc. - Common Stock",0,-18.5,54.4,-23.8,-7.4,,0.28,18.4,-37.33,,,,0.0,5.02,18.6,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
132,-,33.89,us,ALLO,"Allogene Therapeutics, Inc. - Common Stock",2.19,219,"Allogene Therapeutics, Inc. - Common Stock",0,-43.7,,-1170863.6,21.3,,0.78,23.1,-4.36,,,,0.0,2.72,7.6,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
133,-,36.51,us,ALLR,"Allarity Therapeutics, Inc. - Common stock",1.33,133,"Allarity Therapeutics, Inc. - Common stock",0,1711.9,,,-106.0,,0.71,47.9,-1.88,,,,0.0,3.06,0.2,OCF/净利<0.8; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
134,-,25.55,us,ALLT,Allot Ltd. - Ordinary Shares,8.76,876,Allot Ltd. - Ordinary Shares,0,-55.1,56.6,-67.4,-96.1,,0.47,,71.67,,1.40,,0.0,3.72,4.3,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
135,-,27.12,us,ALM,Almonty Industries Inc. - Common Shares,16.64,1664,Almonty Industries Inc. - Common Shares,1,,,,,,,,-48.53,,,,0.0,18.43,47.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
136,-,27.12,us,ALMR,"Alamar Biosciences, Inc. - Class A common stock",27.18,2717,"Alamar Biosciences, Inc. - Class A common stock",1,,,,,,,,-43.31,,,,0.0,33.09,18.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
137,-,37.75,us,ALMS,Alumis Inc. - Common Stock,26.99,2699,Alumis Inc. - Common Stock,1,110.1,,-1223.4,-89.8,,0.87,23.7,-14.49,,,,0.0,6.07,34.4,毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
138,-,27.47,us,ALMU,"Aeluma, Inc. - Common Stock",22.76,2276,"Aeluma, Inc. - Common Stock",0,-81.4,,-496.4,15.2,,0.76,40.8,-69.39,,,,0.0,10.39,4.2,OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
139,-,31.5,us,ALNT,Allient Inc. - Common Stock,100.24,10024,Allient Inc. - Common Stock,1,,31.7,,,,,54.0,71.48,,1.40,,0.0,5.57,17.0,ROE<15.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
140,-,41.84,us,ALNY,"Alnylam Pharmaceuticals, Inc. - Common Stock",296.06,29606,"Alnylam Pharmaceuticals, Inc. - Common Stock",0,-204.8,,-24.1,61.1,,-0.24,98.4,73.47,1.20,1.36,24.9,0.0,36.76,395.3,负债率≥70.0%; OCF/净利<0.8; ROE<15.0%; 毛利<30.0%; 净利率<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 未打0.3%折
141,-,19.29,us,ALOT,"AstroNova, Inc. - Common Stock",28.48,2847,"AstroNova, Inc. - Common Stock",0,3.4,33.8,1.9,-58.6,14.8,-1.10,32.2,-163.78,,,,0.0,2.85,2.2,OCF/净利<0.8; ROE<15.0%; 净利率<10.0%; 同比<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
