rank,tier,score,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,deduct_ratio,ocf_to_profit,debt_ratio,goodwill_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,mktcap_yi,risk_notes,fail_reasons
3127,-,15.16,002953,日丰股份,8.72,872,电网设备,1,8.3,11.2,3.5,-1.5,23.6,0.94,1.86,41.3,0.0,27.35,,3.66,2.2,-127.9,1.96,42.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3128,-,15.16,600792,云煤能源,3.17,317,焦炭Ⅱ,0,-17.5,-2.5,-8.9,26.7,,,,68.7,0.0,-7.16,,,,0.0,1.44,35.2,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3129,-,15.15,920640,富士达,31.41,3141,通信设备,1,8.6,33.4,8.8,52.0,-18.4,0.97,0.86,39.4,0.0,75.60,,1.32,-17.0,-530.0,6.47,59.0,,ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3130,-,15.15,001333,光华股份,18.27,1827,塑料,0,6.8,13.7,7.1,-20.9,-4.3,0.90,-0.27,35.5,0.0,20.36,,4.91,-16.0,-69.7,1.35,23.4,,现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3131,-,15.15,603008,ST喜临门,7.96,796,家居用品,0,6.5,35.8,2.7,-25.1,0.5,0.95,3.51,58.2,0.0,21.81,,4.59,-20.5,-81.8,0.83,29.3,,ST/退市; ROE<15.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3132,-,15.15,601869,长飞光纤,545.90,54590,通信设备,1,6.9,30.7,5.7,20.4,-11.3,0.64,4.12,51.1,0.1,390.57,,0.26,-11.1,-3154.8,31.76,4519.5,扣非比64%(含较多一次性收益),ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3133,-,15.13,688750,金天钛业,16.63,1663,小金属,1,2.4,30.7,9.7,-60.9,-23.5,0.82,3.83,33.4,0.0,129.25,,0.77,-60.2,-977.1,3.11,76.9,,ROE<15.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3134,-,15.13,688399,硕世生物,45.39,4539,医疗器械,0,-1.3,63.2,-12.1,-1952.2,,,,17.6,0.0,-116.15,,,,0.0,1.29,38.1,,亏损; 现金流/利润<0.8; ROE<15.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3135,-,15.12,605338,巴比食品,17.90,1789,食品加工,1,12.0,28.5,14.7,-1.3,7.0,0.89,1.17,18.5,0.0,15.15,,6.60,5.3,-26.2,2.04,42.9,,ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
3136,-,15.12,603970,中农立华,9.63,963,农化制品,0,11.1,6.6,1.5,-15.2,-6.4,0.86,-0.45,64.8,0.0,14.92,,6.70,-8.5,-24.3,1.68,25.9,,现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
3137,-,15.11,301202,朗威股份,33.33,3333,通信设备,1,5.5,17.8,5.4,-26.5,5.1,0.86,2.93,37.3,0.0,70.68,,1.41,-25.1,-489.0,3.83,45.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3138,-,15.11,603124,江南新材,186.98,18698,金属新材料,0,13.0,4.1,2.1,24.3,27.7,0.99,-3.79,59.1,0.0,104.52,4.30,0.96,25.2,-330.5,14.64,272.5,,现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
3139,-,15.11,603120,肯特催化,53.35,5335,化学制品,1,7.7,27.0,13.5,-11.8,-9.1,0.86,1.19,14.3,0.0,57.25,,1.75,-10.1,-377.1,4.05,48.2,,ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3140,-,15.1,920491,奥迪威,28.80,2880,元件,1,9.1,34.8,13.8,7.3,21.1,0.94,1.31,13.5,0.0,48.27,6.64,2.07,9.3,-302.3,3.90,40.6,,ROE<15.0; 同比增速<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3141,-,15.1,302132,中航成飞,58.32,5832,军工电子Ⅱ,0,26.8,8.5,4.6,6.5,161.2,1.03,-0.74,79.5,0.0,44.93,6.94,2.23,8.7,-274.4,7.64,1558.4,动态PE远高于TTM(盈利或下滑),现金流/利润<0.8; 负债率≥70.0%; 毛利<30.0; 净利率<10.0; 同比增速<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3142,-,15.09,301209,联合化学,55.55,5555,化学制品,1,7.0,20.1,10.3,-6.7,-6.4,0.96,1.99,22.4,0.0,214.62,,0.47,-6.3,-1688.5,11.62,87.1,动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3143,-,15.09,300845,捷安高科,13.28,1328,计算机设备,0,4.9,47.9,11.2,-26.7,-3.5,0.90,0.75,25.4,0.0,82.43,,1.21,-25.5,-586.9,3.50,27.3,,现金流/利润<0.8; ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3144,-,15.09,300037,新宙邦,92.85,9285,电池,1,10.7,24.3,11.4,16.5,-14.5,0.99,1.06,43.2,0.0,51.93,,1.93,-12.6,-332.7,6.58,700.0,,ROE<15.0; 毛利<30.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3145,-,15.08,688517,金冠电气,17.48,1748,电网设备,1,9.9,28.4,11.1,-11.3,0.8,0.90,1.78,39.4,0.0,31.41,,3.18,-8.1,-161.7,3.21,23.9,,ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3146,-,15.08,300638,广和通,18.51,1851,通信设备,1,8.5,16.4,5.0,-48.0,-1.7,0.91,0.89,35.3,0.0,69.67,,1.44,-46.6,-480.6,2.74,166.5,动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3147,-,15.08,300145,南方泵业,5.45,545,通用设备,1,8.6,33.0,4.5,8.3,26.9,0.68,2.71,61.5,0.1,41.78,5.04,2.39,10.7,-248.2,3.63,104.7,扣非比68%(含较多一次性收益),ROE<15.0; 净利率<10.0; 同比增速<10.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
3148,-,15.08,002390,信邦制药,2.61,261,医药商业,1,1.8,17.6,2.1,18.6,-18.8,0.72,5.94,18.1,0.1,39.73,,2.52,-16.2,-231.1,0.75,50.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3149,-,15.08,000908,景峰医药,5.52,552,化学制药,0,-172.4,62.9,-21.4,-153.1,,,,103.4,0.0,-148.69,,,,0.0,4.65,97.1,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3150,-,15.07,688701,卓锦股份,7.53,753,环境治理,0,-35.8,9.3,-47.8,26.4,,,,71.6,0.0,-14.15,,,,0.0,7.78,10.1,,亏损; 现金流/利润<0.8; 负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3151,-,15.06,300812,易天股份,29.31,2931,消费电子,1,2.4,30.3,3.0,117.1,-25.0,0.85,7.81,43.1,0.0,763.43,,0.13,-24.9,-6261.9,7.40,57.5,,ROE<15.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3152,-,15.06,001230,劲旅环境,15.36,1536,环境治理,0,8.9,27.3,10.1,20.3,10.3,1.02,0.59,39.2,0.0,16.69,1.63,5.99,16.3,-39.1,1.47,28.8,,现金流/利润<0.8; ROE<15.0; 毛利<30.0; PEG≥1.0; 未打0.7折
3153,-,15.06,001220,世盟股份,28.31,2831,物流,1,15.6,24.7,16.2,-18.1,7.4,0.96,1.87,14.4,0.0,21.17,,4.72,-13.4,-76.4,1.72,26.1,,毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3154,-,15.06,600722,金牛化工,8.12,811,化学原料,1,3.9,25.4,10.2,-8.9,-1.1,0.84,1.74,7.9,0.0,116.14,,0.86,-8.1,-867.8,4.38,55.2,,ROE<15.0; 毛利<30.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3155,-,15.05,301077,星华新材,22.58,2258,化学制品,1,10.7,33.7,16.9,-12.4,9.7,0.96,1.38,31.9,0.0,30.00,,3.33,-9.1,-150.0,3.34,38.4,,ROE<15.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; 预期年化<10.0%; 未打0.7折
3156,C_接近合格,15.04,688531,日联科技,177.84,17784,专用设备,1,5.3,44.3,16.3,22.8,34.9,0.83,1.09,16.6,0.0,159.30,6.97,0.63,23.5,-597.5,8.87,294.5,,ROE<15.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
3157,-,15.04,300976,达瑞电子,79.65,7965,消费电子,1,8.1,23.4,8.9,16.7,12.1,0.97,0.90,20.4,0.0,50.20,4.15,1.99,14.1,-315.3,4.17,149.1,,ROE<15.0; 毛利<30.0; 净利率<10.0; PEG≥1.0; 盈利收益率≤5.0%; 未打0.7折
3158,-,15.04,300732,设研院,5.57,557,工程咨询服务Ⅱ,0,-6.4,23.4,-9.7,26.4,,,,53.6,0.0,-12.93,,,,0.0,0.74,20.6,,亏损; 现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3159,-,15.04,600826,兰生股份,8.79,878,专业服务,1,7.4,36.6,20.0,6.2,41.7,0.78,1.10,21.9,0.0,19.18,3.11,5.21,11.4,-59.8,1.55,64.7,,ROE<15.0; 同比增速<10.0; PEG≥1.0; 未打0.7折
3160,-,15.03,300995,奇德新材,26.81,2681,塑料,1,3.1,25.7,5.2,126.0,10.0,0.94,2.53,27.1,0.0,110.05,10.96,0.91,10.9,-817.1,2.74,24.7,增速或为单年爆发(同比远高于CAGR),ROE<15.0; 毛利<30.0; 净利率<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 未打0.7折
3161,-,15.03,600389,江山股份,19.52,1952,农化制品,0,13.6,17.4,9.2,137.3,-33.9,0.71,0.55,55.6,0.0,15.02,,6.66,-27.2,-25.2,2.03,84.1,,现金流/利润<0.8; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 预期年化<10.0%; 未打0.7折
3162,-,15.02,600668,尖峰集团,7.29,729,水泥,0,7.7,22.3,16.0,281.4,12.7,-0.61,0.54,25.0,0.0,-15.95,,,,0.0,0.55,30.1,扣非比-61%(含较多一次性收益); 增速或为单年爆发(同比远高于CAGR),现金流/利润<0.8; ROE<15.0; 毛利<30.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3163,-,15.0,920981,晶赛科技,44.05,4405,元件,1,1.9,12.2,1.7,63.5,-39.4,0.62,8.20,42.0,0.0,266.54,,0.38,-39.1,-2121.2,6.58,33.7,扣非比62%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3164,-,15.0,920957,汉维科技,8.39,839,化学制品,1,1.2,9.8,0.8,-75.4,-48.6,0.80,3.92,41.3,0.0,105.63,,0.95,-74.5,-780.2,2.33,9.0,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3165,-,15.0,920871,派特尔,10.47,1047,汽车零部件,1,3.9,27.3,6.1,-65.4,-16.1,1.00,3.56,13.3,0.0,81.19,,1.23,-64.1,-576.6,3.53,8.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3166,-,15.0,920856,浩淼科技,8.54,853,专用设备,1,3.7,20.4,4.1,-8.8,-18.8,0.78,10.77,26.5,0.0,160.45,,0.62,-18.2,-1237.1,1.79,8.1,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3167,-,15.0,920821,则成电子,19.91,1991,元件,1,2.9,25.1,3.9,-41.0,-18.4,0.76,2.45,36.8,0.0,349.39,,0.29,-40.7,-2811.6,5.31,27.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3168,-,15.0,920807,奔朗新材,11.42,1142,通用设备,1,2.4,29.4,3.7,-10.0,-28.7,0.75,1.85,28.5,0.0,150.53,,0.66,-28.1,-1154.4,2.26,20.8,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3169,-,15.0,920726,朱老六,16.69,1669,调味发酵品Ⅱ,1,4.4,21.5,9.2,7.4,-32.4,0.94,3.85,9.4,0.0,54.99,,1.82,-30.6,-358.3,3.71,16.9,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3170,-,15.0,920641,XD格利尔,13.54,1354,照明设备Ⅱ,1,2.5,19.8,1.7,208.9,-48.3,-1.25,4.26,37.0,0.0,187.75,,0.53,-47.8,-1464.6,2.98,10.2,扣非比-125%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3171,-,15.0,920571,国航远洋,8.07,807,航运港口,1,2.0,23.2,2.8,22.3,-47.2,0.93,17.81,68.9,0.0,61.90,,1.62,-45.6,-415.8,3.25,44.8,,ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3172,-,15.0,920533,骏创科技,19.85,1985,汽车零部件,1,10.1,23.2,5.2,-28.9,-15.7,0.93,2.97,56.5,0.0,75.26,,1.33,-27.6,-527.2,7.05,26.0,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3173,-,15.0,920522,纳科诺尔,23.70,2370,电池,1,6.2,19.3,6.7,-59.3,-16.5,0.93,2.11,56.5,0.0,111.80,,0.89,-58.4,-831.7,4.85,52.0,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3174,-,15.0,920508,殷图网联,13.78,1378,电网设备,1,1.1,28.7,2.4,-51.1,-31.2,0.75,3.77,19.1,0.0,325.07,,0.31,-50.8,-2608.9,4.36,8.3,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3175,-,15.0,920496,许昌智能,6.12,612,电网设备,1,1.9,22.4,1.9,-74.1,-36.0,0.68,6.83,45.6,0.0,102.69,,0.97,-73.1,-755.7,1.80,10.1,扣非比68%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3176,-,15.0,920438,戈碧迦,158.86,15886,光学光电子,1,3.1,25.1,5.4,-57.9,-13.6,0.90,2.75,38.7,0.0,715.02,,0.14,-57.8,-5858.5,23.49,229.5,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3177,-,15.0,920368,连城数控,29.21,2921,光伏设备,1,2.0,29.9,3.9,-75.1,-42.8,0.28,1.66,50.0,0.0,395.31,,0.25,-74.9,-3194.2,1.62,68.6,扣非比28%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3178,-,15.0,920339,恒太照明,14.58,1458,照明设备Ⅱ,1,6.7,18.3,7.2,-39.8,-32.8,0.94,6.92,26.6,0.0,151.67,,0.66,-39.2,-1163.9,5.55,32.1,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3179,-,15.0,920245,威博液压,13.10,1310,工程机械,1,3.8,14.4,3.8,-37.7,-24.7,0.69,4.14,43.0,0.0,57.21,,1.75,-35.9,-376.8,2.62,9.0,扣非比69%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3180,-,15.0,920212,智新电子,8.95,894,消费电子,1,2.5,13.3,2.1,-39.9,-38.5,0.10,4.67,24.1,0.0,282.48,,0.35,-39.5,-2254.0,2.25,9.5,扣非比10%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3181,-,15.0,920207,众诚科技,20.85,2085,软件开发,1,0.3,22.1,0.2,102.3,-66.0,-3.00,94.20,55.0,0.0,473.25,,0.21,-65.8,-3843.8,6.84,19.2,扣非比-300%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3182,-,15.0,920062,科润智控,9.28,927,电网设备,1,2.2,12.3,1.1,-63.2,-35.1,0.25,7.69,61.4,0.0,177.36,,0.56,-62.7,-1378.0,2.35,17.5,扣非比25%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3183,-,15.0,920061,西磁科技,20.38,2038,专用设备,1,1.6,27.4,4.6,-77.9,-48.0,0.33,3.19,8.5,0.0,311.35,,0.32,-77.6,-2494.6,5.24,14.4,扣非比33%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3184,-,15.0,920023,*ST田野,1.60,160,农产品加工,0,1.0,17.8,2.3,28.7,-38.6,0.61,5.84,26.0,0.0,61.29,,1.63,-36.9,-410.7,0.43,5.2,扣非比61%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ST/退市; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3185,-,15.0,920021,流金科技,6.95,695,电视广播Ⅱ,1,1.6,23.3,2.5,141.8,-21.7,-3.67,14.66,36.6,0.0,151.51,,0.66,-21.1,-1162.6,3.33,21.5,扣非比-367%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3186,-,15.0,920014,特瑞斯,7.94,794,燃气Ⅱ,1,1.1,28.9,1.6,-85.6,-48.4,0.57,5.15,31.1,0.0,103.10,,0.97,-84.6,-759.2,1.25,9.7,扣非比57%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3187,-,15.0,688728,格科微,21.04,2104,半导体,1,0.7,19.5,0.6,-73.0,-51.4,-2.00,31.82,67.8,0.0,527.89,,0.19,-72.8,-4299.1,6.95,547.2,扣非比-200%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3188,-,15.0,688711,宏微科技,45.45,4545,半导体,1,1.6,17.3,1.3,218.3,-39.9,0.50,8.14,59.0,0.0,571.72,,0.17,-39.7,-4664.3,9.20,96.9,扣非比50%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3189,-,15.0,688663,新风光,88.46,8846,电网设备,1,7.0,21.8,4.8,-47.0,-9.5,0.96,4.12,61.1,0.0,175.02,,0.57,-46.4,-1358.5,9.02,125.1,动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3190,-,15.0,688662,富信科技,168.00,16800,其他电子Ⅱ,1,5.5,26.8,7.4,-11.4,-10.6,0.96,1.74,20.7,0.0,484.65,,0.21,-11.2,-3938.7,27.40,192.7,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3191,-,15.0,688593,新相微,38.92,3892,半导体,1,0.6,13.9,1.5,7.8,-56.2,0.45,5.41,17.0,0.0,1457.47,,0.07,-56.1,-12045.6,11.51,178.8,扣非比45%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3192,-,15.0,688499,利元亨,52.55,5255,电池,0,2.3,27.2,1.7,104.9,-43.8,0.68,10.05,72.7,0.0,154.03,,0.65,-43.1,-1183.6,3.78,88.7,扣非比68%(含较多一次性收益),负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3193,-,15.0,688403,汇成股份,39.70,3970,半导体,1,4.7,21.7,8.7,-3.1,-4.4,0.79,4.19,27.2,0.0,388.23,,0.26,-4.2,-3135.2,8.91,393.4,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3194,-,15.0,688398,赛特新材,25.91,2591,化学制品,1,2.1,23.9,2.4,-68.7,-27.6,0.86,3.03,45.8,0.0,293.62,,0.34,-68.3,-2346.8,4.26,43.5,动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3195,-,15.0,688376,美埃科技,116.30,11630,环保设备Ⅱ,1,6.6,25.9,6.3,-36.9,-0.5,0.72,2.49,49.4,0.0,141.88,,0.70,-36.2,-1082.3,8.12,157.3,,ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3196,-,15.0,688370,丛麟科技,20.92,2092,环境治理,1,0.9,25.1,4.4,-74.3,-49.0,-0.35,6.02,13.9,0.0,99.45,,1.01,-73.3,-728.8,1.09,28.7,扣非比-35%(含较多一次性收益),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3197,-,15.0,688367,工大高科,33.30,3329,轨交设备Ⅱ,1,1.7,27.5,5.1,-61.6,-41.8,0.27,4.03,19.3,0.0,359.34,,0.28,-61.4,-2894.5,4.98,29.2,扣非比27%(含较多一次性收益); 动态PE远高于TTM(盈利或下滑),ROE<15.0; 毛利<30.0; 净利率<10.0; 同比增速<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
3198,-,15.0,688362,甬矽电子,96.40,9640,半导体,0,3.2,16.6,1.9,23.2,-16.1,-0.60,20.57,73.0,0.0,521.55,,0.19,-15.9,-4246.2,11.53,436.7,扣非比-60%(含较多一次性收益),负债率≥70.0%; ROE<15.0; 毛利<30.0; 净利率<10.0; CAGR<10.0; PEG≥1.0; 盈利收益率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.7折
