rank,tier,score,market,code,name,price,min_buy,industry,deepest_layer,roe,gross_margin,net_margin,yoy,cagr,ocf_to_profit,debt_ratio,pe_ttm,peg,eyield,exp_ret,discount,pb,market_cap_yi_usd,fail_reasons
2810,-,27.12,us,VERU,Veru Inc. - Common Stock,3.13,3.13,Veru Inc. - Common Stock,1,,,,,,,,-3.60,,,,0.0,1.44,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2811,-,27.12,us,VERX,"Vertex, Inc. - Class A Common Stock",11.48,11.48,"Vertex, Inc. - Class A Common Stock",1,,,,,,,,-288.95,,,,0.0,7.54,18.6,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2812,-,30.02,us,VFF,"Village Farms International, Inc. - Common Shares",2.00,2.00,"Village Farms International, Inc. - Common Shares",1,,,,,,,,5.79,,17.27,,0.0,0.83,2.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2813,-,27.12,us,VFS,VinFast Auto Ltd. - Ordinary Shares,3.12,3.12,VinFast Auto Ltd. - Ordinary Shares,1,,,,,,,,-1.76,,,,0.0,-0.99,73.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2814,-,27.12,us,VGAS,"Verde Clean Fuels, Inc. - Class A Common Stock",1.02,1.02,"Verde Clean Fuels, Inc. - Class A Common Stock",1,,,,,,,,-6.57,,,,0.0,1.55,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2815,-,27.12,us,VHC,VirnetX Holding Corp - Common Stock,12.70,12.70,VirnetX Holding Corp - Common Stock,1,,,,,,,,-2.81,,,,0.0,2.82,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2816,-,27.12,us,VHUB,"VenHub Global, Inc. - Common Stock",1.05,1.05,"VenHub Global, Inc. - Common Stock",1,,,,,,,,-1.36,,,,0.0,28.40,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2817,-,27.12,us,VIAV,Viavi Solutions Inc. - Common Stock,47.75,47.75,Viavi Solutions Inc. - Common Stock,1,,,,,,,,-212.33,,,,0.0,13.82,117.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2818,-,30.02,us,VICR,Vicor Corporation - Common Stock,379.78,379.78,Vicor Corporation - Common Stock,1,,,,,,,,126.65,,0.79,,0.0,22.96,173.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2819,-,30.02,us,VIOT,"Viomi Technology Co., Ltd - American Depositary Shares",0.78,0.78,"Viomi Technology Co., Ltd - American Depositary Shares",1,,,,,,,,2.61,,38.31,,0.0,0.24,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2820,-,27.12,us,VIR,"Vir Biotechnology, Inc. - Common Stock",10.19,10.19,"Vir Biotechnology, Inc. - Common Stock",1,,,,,,,,-3.88,,,,0.0,2.11,17.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2821,-,27.12,us,VIRC,Virco Manufacturing Corporation - Common Stock,6.14,6.14,Virco Manufacturing Corporation - Common Stock,1,,,,,,,,-102.63,,,,0.0,0.94,1.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2822,-,30.02,us,VISN,"Vistance Networks, Inc.  - Common Stock",12.78,12.78,"Vistance Networks, Inc.  - Common Stock",1,,,,,,,,0.41,,243.90,,0.0,0.63,28.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2823,-,30.02,us,VITL,"Vital Farms, Inc. - Common Stock",11.63,11.63,"Vital Farms, Inc. - Common Stock",1,,,,,,,,10.41,,9.61,,0.0,1.51,5.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2824,-,27.12,us,VIVK,"Vivakor, Inc. - Common Stock",0.33,0.33,"Vivakor, Inc. - Common Stock",1,,,,,,,,-0.24,,,,0.0,0.43,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2825,-,27.12,us,VIVO,VivoPower PLC - Class A Ordinary Shares,5.17,5.17,VivoPower PLC - Class A Ordinary Shares,1,,,,,,,,-6.79,,,,0.0,4.32,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2826,-,27.12,us,VIVS,"VivoSim Labs, Inc. - Common Stock",1.07,1.07,"VivoSim Labs, Inc. - Common Stock",1,,,,,,,,-2.52,,,,0.0,0.70,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2827,-,27.12,us,VKTX,"Viking Therapeutics, Inc. - Common Stock",39.01,39.01,"Viking Therapeutics, Inc. - Common Stock",1,,,,,,,,-9.59,,,,0.0,9.02,45.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2828,-,30.02,us,VLGEA,"Village Super Market, Inc. - Class A Common Stock",42.18,42.18,"Village Super Market, Inc. - Class A Common Stock",1,,,,,,,,11.49,,8.70,,0.0,1.21,6.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2829,-,30.02,us,VLY,Valley National Bancorp - Common Stock,14.65,14.65,Valley National Bancorp - Common Stock,1,,,,,,,,12.38,,8.08,,0.0,1.04,81.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2830,-,27.12,us,VMAR,Vision Marine Technologies Inc. - Common Shares,1.89,1.89,Vision Marine Technologies Inc. - Common Shares,1,,,,,,,,-0.06,,,,0.0,0.14,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2831,-,30.02,us,VMD,"Viemed Healthcare, Inc. - Common Shares",11.40,11.40,"Viemed Healthcare, Inc. - Common Shares",1,,,,,,,,29.35,,3.41,,0.0,3.04,4.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2832,-,30.02,us,VMET,Versamet Royalties Corporation - Common Stock,12.30,12.30,Versamet Royalties Corporation - Common Stock,1,,,,,,,,41.35,,2.42,,0.0,3.65,13.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2833,-,30.02,us,VNCE,Vince Holding Corp. - Common Stock,7.15,7.15,Vince Holding Corp. - Common Stock,1,,,,,,,,10.12,,9.88,,0.0,1.91,0.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2834,-,27.12,us,VNDA,Vanda Pharmaceuticals Inc. - Common Stock,6.12,6.12,Vanda Pharmaceuticals Inc. - Common Stock,1,,,,,,,,-1.54,,,,0.0,1.31,3.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2835,-,27.12,us,VNET,"VNET Group, Inc. - American Depositary Shares",8.04,8.04,"VNET Group, Inc. - American Depositary Shares",1,,,,,,,,-28.76,,,,0.0,3.74,22.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2836,-,27.12,us,VNOM,"Viper Energy, Inc.  - Class A Common Stock",42.40,42.40,"Viper Energy, Inc.  - Class A Common Stock",1,,,,,,,,-330.93,,,,0.0,2.98,152.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2837,-,27.12,us,VOD,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,13.22,13.22,Vodafone Group Plc - American Depositary Shares each representing ten Ordinary Shares,1,,,,,,,,-66.93,,,,0.0,0.52,304.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2838,-,27.12,us,VOR,Vor Biopharma Inc. - Common Stock,18.41,18.41,Vor Biopharma Inc. - Common Stock,1,,,,,,,,-1.13,,,,0.0,-6.63,10.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2839,-,30.02,us,VOXR,Vox Royalty Corp. - common stock,4.73,4.73,Vox Royalty Corp. - common stock,1,,,,,,,,10.61,,9.43,,0.0,2.44,3.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2840,-,27.12,us,VRA,"Vera Bradley, Inc. - Common Stock",3.89,3.89,"Vera Bradley, Inc. - Common Stock",1,,,,,,,,-5.76,,,,0.0,0.87,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2841,-,27.12,us,VRAX,Virax Biolabs Group Limited - Ordinary Shares,2.94,2.94,Virax Biolabs Group Limited - Ordinary Shares,1,,,,,,,,-0.42,,,,0.0,0.44,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2842,-,27.12,us,VRCA,Verrica Pharmaceuticals Inc. - Common Stock,6.12,6.12,Verrica Pharmaceuticals Inc. - Common Stock,1,,,,,,,,-5.90,,,,0.0,6.55,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2843,-,27.12,us,VRDN,"Viridian Therapeutics, Inc.  - Common Stock",18.37,18.37,"Viridian Therapeutics, Inc.  - Common Stock",1,,,,,,,,-5.63,,,,0.0,3.19,20.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2844,-,27.12,us,VREX,Varex Imaging Corporation - Common Stock,10.43,10.43,Varex Imaging Corporation - Common Stock,1,,,,,,,,-5.31,,,,0.0,0.93,4.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2845,-,27.12,us,VRM,"Vroom, Inc. - Common Stock",7.70,7.70,"Vroom, Inc. - Common Stock",1,,,,,,,,-0.24,,,,0.0,0.34,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2846,-,27.12,us,VRME,"VerifyMe, Inc. - Common Stock",0.61,0.61,"VerifyMe, Inc. - Common Stock",1,,,,,,,,-1.61,,,,0.0,0.78,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2847,-,27.12,us,VRNS,"Varonis Systems, Inc. - Common Stock",41.96,41.96,"Varonis Systems, Inc. - Common Stock",1,,,,,,,,-36.95,,,,0.0,10.62,48.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2848,-,30.02,us,VRRM,Verra Mobility Corporation - Class A Common Stock,4.25,4.25,Verra Mobility Corporation - Class A Common Stock,1,,,,,,,,4.93,,20.28,,0.0,2.37,6.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2849,-,30.02,us,VRSK,"Verisk Analytics, Inc. - Common Stock",179.53,179.53,"Verisk Analytics, Inc. - Common Stock",1,,,,,,,,25.84,,3.87,,0.0,-20.14,235.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2850,-,30.02,us,VRSN,"VeriSign, Inc. - Common Stock",251.56,251.56,"VeriSign, Inc. - Common Stock",1,,,,,,,,27.22,,3.67,,0.0,-10.34,228.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2851,-,30.02,us,VRTX,Vertex Pharmaceuticals Incorporated - Common Stock,496.73,496.73,Vertex Pharmaceuticals Incorporated - Common Stock,1,,,,,,,,29.06,,3.44,,0.0,6.51,1260.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2852,-,30.02,us,VRXA,Veraxa Biotech AG - Ordinary Shares,1.88,1.88,Veraxa Biotech AG - Ordinary Shares,1,,,,,,,,39.46,,2.53,,0.0,-18.40,2.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2853,-,27.12,us,VS,Versus Systems Inc. - Common Stock,1.28,1.28,Versus Systems Inc. - Common Stock,1,,,,,,,,-4.15,,,,0.0,0.65,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2854,-,30.02,us,VSA,VisionSys AI Inc. - American Depositary Shares,4.09,4.09,VisionSys AI Inc. - American Depositary Shares,1,,,,,,,,0.05,,2000.00,,0.0,0.78,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2855,-,27.12,us,VSAT,"ViaSat, Inc. - Common Stock",89.81,89.81,"ViaSat, Inc. - Common Stock",1,,,,,,,,-359.83,,,,0.0,2.63,122.7,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2856,-,30.02,us,VSEC,VSE Corporation - Common Stock,228.50,228.50,VSE Corporation - Common Stock,1,,,,,,,,128.91,,0.78,,0.0,2.40,64.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2857,-,27.12,us,VSEE,"VSee Health, Inc. - Common Stock",0.12,0.12,"VSee Health, Inc. - Common Stock",1,,,,,,,,-0.42,,,,0.0,0.89,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2858,-,27.12,us,VSME,VS Media Holdings Limited - Class A Ordinary Shares,1.79,1.79,VS Media Holdings Limited - Class A Ordinary Shares,1,,,,,,,,-0.57,,,,0.0,1.20,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2859,-,30.02,us,VSNT,"Versant Media Group, Inc. - Class A Common Stock",36.01,36.01,"Versant Media Group, Inc. - Class A Common Stock",1,,,,,,,,6.00,,16.67,,0.0,0.63,51.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2860,-,27.12,us,VSTD,Vestand Inc.  - Class A Common Stock,0.21,0.21,Vestand Inc.  - Class A Common Stock,1,,,,,,,,-0.92,,,,0.0,0.65,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2861,-,27.12,us,VSTM,"Verastem, Inc. - Common Stock",3.82,3.82,"Verastem, Inc. - Common Stock",1,,,,,,,,-1.73,,,,0.0,4.10,3.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2862,-,27.12,us,VTGN,"Vistagen Therapeutics, Inc. - Common Stock",0.23,0.23,"Vistagen Therapeutics, Inc. - Common Stock",1,,,,,,,,-0.13,,,,0.0,0.26,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2863,-,27.12,us,VTIX,Virtuix Holdings Inc. - Class A Common Stock,3.05,3.05,Virtuix Holdings Inc. - Class A Common Stock,1,,,,,,,,-5.97,,,,0.0,32.92,1.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2864,-,27.12,us,VTRS,Viatris Inc. - Common Stock,15.88,15.88,Viatris Inc. - Common Stock,1,,,,,,,,-62.37,,,,0.0,1.26,184.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2865,-,27.12,us,VTSI,"VirTra, Inc. - Common Stock",3.14,3.14,"VirTra, Inc. - Common Stock",1,,,,,,,,-15.21,,,,0.0,0.80,0.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2866,-,30.02,us,VTVT,vTv Therapeutics Inc. - Class A Common Stock,37.65,37.65,vTv Therapeutics Inc. - Class A Common Stock,1,,,,,,,,65.85,,1.52,,0.0,1.65,1.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2867,-,27.12,us,VUZI,Vuzix Corporation  - Common Stock,2.90,2.90,Vuzix Corporation  - Common Stock,1,,,,,,,,-7.85,,,,0.0,7.09,2.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2868,-,27.12,us,VVOS,"Vivos Therapeutics, Inc. - Common Stock",0.46,0.46,"Vivos Therapeutics, Inc. - Common Stock",1,,,,,,,,-0.25,,,,0.0,-5.55,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2869,-,27.12,us,VWAV,"VisionWave Holdings, Inc. - Common Stock",4.30,4.30,"VisionWave Holdings, Inc. - Common Stock",1,,,,,,,,-8.36,,,,0.0,1.11,1.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2870,-,27.12,us,VYGR,"Voyager Therapeutics, Inc. - Common Stock",3.50,3.50,"Voyager Therapeutics, Inc. - Common Stock",1,,,,,,,,-1.81,,,,0.0,1.22,2.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2871,-,27.12,us,VYNE,VYNE Therapeutics Inc. - Common Stock,0.65,0.65,VYNE Therapeutics Inc. - Common Stock,1,,,,,,,,-1.01,,,,0.0,0.88,0.2,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2872,-,30.02,us,WABC,Westamerica Bancorporation - Common Stock,58.67,58.67,Westamerica Bancorporation - Common Stock,1,,,,,,,,12.25,,8.16,,0.0,1.56,13.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2873,-,30.02,us,WAFD,"WaFd, Inc. - Common Stock",38.37,38.37,"WaFd, Inc. - Common Stock",1,,,,,,,,11.24,,8.90,,0.0,0.95,28.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2874,-,27.12,us,WAFDP,"WaFd, Inc. - Depositary Shares",16.11,16.11,"WaFd, Inc. - Depositary Shares",1,,,,,,,,,,,,0.0,,1.9,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2875,-,27.12,us,WAFU,Wah Fu Education Group Limited - Ordinary Shares,1.52,1.52,Wah Fu Education Group Limited - Ordinary Shares,1,,,,,,,,-78.08,,,,0.0,0.63,0.1,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2876,-,27.12,us,WAI,Top KingWin Ltd - Class A Ordinary Shares,1.96,1.96,Top KingWin Ltd - Class A Ordinary Shares,1,,,,,,,,-0.19,,,,0.0,0.15,0.0,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2877,-,27.12,us,WALD,Waldencast plc - Class A Ordinary Share,1.76,1.76,Waldencast plc - Class A Ordinary Share,1,,,,,,,,-0.98,,,,0.0,0.49,2.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2878,-,27.12,us,WATT,Energous Corporation - Common Stock,24.05,24.05,Energous Corporation - Common Stock,1,,,,,,,,-16.78,,,,0.0,3.09,1.3,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2879,-,27.12,us,WAVE,Eco Wave Power Global AB (publ) - American Depositary Shares,9.05,9.05,Eco Wave Power Global AB (publ) - American Depositary Shares,1,,,,,,,,-13.70,,,,0.0,10.65,0.5,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2880,-,30.02,us,WAY,Waystar Holding Corp. - Common Stock,20.53,20.53,Waystar Holding Corp. - Common Stock,1,,,,,,,,31.23,,3.20,,0.0,1.00,39.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; 预期年化<10.0%; 未打0.3%折
2881,-,30.02,us,WB,Weibo Corporation - American Depositary Shares,7.26,7.26,Weibo Corporation - American Depositary Shares,1,,,,,,,,4.73,,21.14,,0.0,0.46,17.8,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 预期年化<10.0%; 未打0.3%折
2882,-,27.12,us,WBD,"Warner Bros. Discovery, Inc. - Series A Common Stock",26.66,26.66,"Warner Bros. Discovery, Inc. - Series A Common Stock",1,,,,,,,,-38.50,,,,0.0,2.05,668.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
2883,-,27.12,us,WBTN,WEBTOON Entertainment Inc. - Common stock,11.42,11.42,WEBTOON Entertainment Inc. - Common stock,1,,,,,,,,-4.64,,,,0.0,1.31,15.4,ROE<15.0%; 毛利<30.0%; 净利率<10.0%; 同比<10.0%; CAGR<10.0%; PEG≥1.0; 盈收率≤5.0%; PE高于行业中位; 预期年化<10.0%; 未打0.3%折
